query,label
"Find academic papers on computational complexity.","papers"
"Show published research on algorithmic efficiency.","papers"
"List all research papers on computational geometry.","papers"
"Retrieve scholarly articles on computer-aided design.","papers"
"Display research on digital signal processing in papers.","papers"
"Find academic papers on speech recognition technologies.","papers"
"Show me published articles on natural language understanding.","papers"
"List research papers on sentiment analysis.","papers"
"Retrieve a list of papers on language modeling.","papers"
"Display scholarly articles on machine translation.","papers"
"Find research on cross-lingual information retrieval.","papers"
"Show academic papers on text summarization techniques.","papers"
"List published research on question answering systems.","papers"
"Retrieve articles on dialogue systems and conversational AI.","papers"
"Display research papers on recommendation systems.","papers"
"Find scholarly articles on user profiling in research.","papers"
"Show me papers on computer-supported collaborative work.","papers"
"List academic articles on virtual agents.","papers"
"Retrieve research on human-robot interaction in papers.","papers"
"Display scholarly articles on social media analytics.","papers"
"Find published papers on web mining techniques.","papers"
"Show research articles on online information retrieval.","papers"
"List all research papers on e-commerce technologies.","papers"
"Retrieve academic articles on digital marketing strategies.","papers"
"Display research on mobile application development papers.","papers"
"Find scholarly articles on user experience research.","papers"
"Show me published papers on virtual reality user interfaces.","papers"
"List research articles on immersive technologies.","papers"
"Retrieve a list of papers on gaming and simulation research.","papers"
"Display academic research on interactive design.","papers"
"Find scholarly papers on human-computer interaction design.","papers"
"Show published articles on digital media studies.","papers"
"List research papers on online education technologies.","papers"
"Retrieve academic articles on e-learning platforms.","papers"
"Display research on technology-enhanced learning papers.","papers"
"Find published papers on virtual classrooms.","papers"
"Show scholarly articles on distance education research.","papers"
"List research on adaptive learning systems in papers.","papers"
"Retrieve academic papers on educational data mining.","papers"
"Display published articles on learning analytics.","papers"
"Find research papers on MOOCs and online courses.","papers"
"Show me scholarly articles on blended learning strategies.","papers"
"List research on curriculum design in academic papers.","papers"
"Retrieve a list of papers on assessment and evaluation in education.","papers"
"Display research on educational technology innovations.","papers"
"Find academic papers on computer-assisted instruction.","papers"
"Show published articles on smart learning environments.","papers"
"List research papers on collaborative learning tools.","papers"
"Retrieve scholarly articles on classroom technology integration.","papers"
"Display academic research on mobile learning applications.","papers"
"Find published papers on digital literacy studies.","papers"
"Show research articles on online testing and assessment.","papers"
"List all research papers on healthcare technology.","papers"
"Retrieve academic articles on medical informatics.","papers"
"Display research on digital health innovations in papers.","papers"
"Find scholarly articles on telemedicine and remote care.","papers"
"Show me published papers on biomedical research methodologies.","papers"
"List research papers on public health and technology.","papers"
"Retrieve a list of academic articles on health data analytics.","papers"
"Display research on wearable health devices in papers.","papers"
"Find scholarly articles on healthcare information systems.","papers"
"Show published research on clinical informatics.","papers"
"List all research papers on pharmacology and drug research.","papers"
"Retrieve academic articles on biostatistics in research.","papers"
"Display scholarly research on epidemiology papers.","papers"
"Find published articles on genomics and bioinformatics.","papers"
"Show research on personalized medicine in academic papers.","papers"
"List research papers on neuroscience and cognitive science.","papers"
"Retrieve a list of scholarly articles on behavioral science.","papers"
"Display research on social science methodologies in papers.","papers"
"Find academic papers on economic research and data analysis.","papers"
"Show published articles on finance and computational economics.","papers"
"List research papers on business analytics and decision sciences.","papers"
"Retrieve scholarly articles on management information systems.","papers"
"Display research on entrepreneurship and innovation in papers.","papers"
"Find academic papers on marketing research and consumer behavior.","papers"
"Show published research on international business studies.","papers"
"List all research papers on legal studies and policy analysis.","papers"
"Retrieve a list of scholarly articles on criminology research.","papers"
"Display academic research on public policy and governance in papers.","papers"
"Find published articles on political science methodologies.","papers"
"Show research on sociology and social theory in academic papers.","papers"
"List research papers on cultural studies and media research.","papers"
"Retrieve scholarly articles on language and literature research.","papers"
"Display research on history and archival studies in papers.","papers"
"Find academic papers on philosophy and ethics.","papers"
"Show published articles on religious studies and theology.","papers"
"List research papers on art history and visual studies.","papers"
"Retrieve a list of scholarly articles on music and performing arts.","papers"
"Display academic research on film studies and media arts in papers.","papers"
"Find published papers on cultural heritage and preservation.","papers"
"Show research on museum studies and curatorial practices.","papers"
"List all research papers on sports science and kinesiology.","papers"
"Retrieve scholarly articles on physical education and coaching.","papers"
"Display research on leisure studies and recreation in academic papers.","papers"
"Find academic papers on tourism and hospitality research.","papers"
"Show published articles on urban studies and regional planning.","papers"
"List research papers on environmental policy and management.","papers"
"Retrieve a list of scholarly articles on sustainable development.","papers"
"Display academic research on renewable energy and environmental science in papers.","papers"
"Find published articles on climate change and environmental impact.","papers"
"Show research on advanced computational methods in scientific papers.","papers"
"List all authors in the database.","authors"
"Show me the names of all authors.","authors"
"Display every author in the system.","authors"
"Who are the academic authors available?","authors"
"Retrieve a comprehensive list of authors.","authors"
"Provide a roster of all authors.","authors"
"I need a list of authors from recent publications.","authors"
"Give me the names of research authors.","authors"
"Show me all the contributing authors.","authors"
"List the authors registered in the portal.","authors"
"Display the complete set of authors.","authors"
"Who are the authors with published papers?","authors"
"Fetch the list of all authors.","authors"
"Show the authors who are part of the research team.","authors"
"List the academic authors from the system.","authors"
"Retrieve details of authors in the database.","authors"
"Display names of authors working in the field.","authors"
"Which authors have contributed to the studies?","authors"
"Provide a list of all research authors.","authors"
"Show me the complete author directory.","authors"
"List all active authors in the research network.","authors"
"Display the names of prominent authors.","authors"
"Who are the authors featured in recent conferences?","authors"
"Retrieve a full list of academic authors.","authors"
"Give me the author list from the archive.","authors"
"Show me all registered authors.","authors"
"List authors who have multiple publications.","authors"
"Display the academic profiles of authors.","authors"
"Who are the leading authors in research?","authors"
"Provide the names of all contributing authors.","authors"
"Show a comprehensive list of authors.","authors"
"List authors from the research repository.","authors"
"Display all authors working in various disciplines.","authors"
"Who are the authors involved in recent studies?","authors"
"Retrieve the list of notable authors.","authors"
"Give me the names of the top authors.","authors"
"Show the author list along with their affiliations.","authors"
"List the authors in the current research database.","authors"
"Display the complete author directory for academic papers.","authors"
"Who are the researchers acting as authors?","authors"
"Provide a list of authors with active profiles.","authors"
"List all authors available in the system.","authors"
"Show me the list of verified authors.","authors"
"Display authors based on recent activity.","authors"
"Who are the authors with high citation counts?","authors"
"Retrieve the list of authors in the institution.","authors"
"Give me a directory of authors in the field.","authors"
"Show me the complete list of contributing authors.","authors"
"List academic authors involved in collaborative research.","authors"
"Display all authors by their research groups.","authors"
"Who are the top-ranking authors in the network?","authors"
"Provide a complete list of scholarly authors.","authors"
"Show me the names of authors and their research areas.","authors"
"List authors by their publication history.","authors"
"Display the roster of authors in the database.","authors"
"Who are the experienced authors in our system?","authors"
"Retrieve the list of emerging authors.","authors"
"Give me the names of authors with distinguished records.","authors"
"Show the complete list of academic contributors.","authors"
"List all authors affiliated with research institutions.","authors"
"Display the names of authors working on innovative projects.","authors"
"Who are the authors behind published research articles?","authors"
"Provide the full author list from the portal.","authors"
"Show me all the research authors in the collection.","authors"
"List the authors with extensive publication portfolios.","authors"
"Display academic authors known for their expertise.","authors"
"Who are the top contributors listed as authors?","authors"
"Retrieve a list of authors who are experts in their field.","authors"
"Give me the author directory with detailed profiles.","authors"
"Show me the list of authors by department.","authors"
"List all authors involved in interdisciplinary research.","authors"
"Display the names of authors with award-winning research.","authors"
"Who are the established authors in the research community?","authors"
"Provide the complete list of authors from our archive.","authors"
"Show me all authors with published case studies.","authors"
"List authors with profiles on the academic portal.","authors"
"Display all names of authors in the research database.","authors"
"Who are the authors contributing to recent projects?","authors"
"Retrieve the complete list of scholarly authors.","authors"
"Give me the directory of authors in the field.","authors"
"Show me the list of all research contributors (authors).","authors"
"List academic authors with recent publication updates.","authors"
"Display the names of authors in the latest research listings.","authors"
"Who are the authors with profiles on our platform?","authors"
"Provide a list of authors actively publishing research.","authors"
"Show the full list of academic authors from the database.","authors"
"List all authors recognized in our institution.","authors"
"Display the directory of research authors.","authors"
"Who are the emerging authors in our research community?","authors"
"Provide a list of authors with notable research achievements.","authors"
"Show me the complete list of authors involved in scientific studies.","authors"
"List academic authors known for groundbreaking research.","authors"
"Display the names of authors from the latest publication batch.","authors"
"Who are the authors that have received research grants?","authors"
"Retrieve the directory of authors with prominent research profiles.","authors"
"Give me the list of authors recognized for innovative work.","authors"
"Show me all authors who have collaborated on major projects.","authors"
"List the authors involved in cross-disciplinary research.","authors"
"Display the complete directory of authors from our portal.","authors"
"Who are the authors with a strong research track record?","authors"
"Provide a full list of academic authors with their credentials.","authors"
"Show me the names of authors with international awards.","authors"
"List all authors with published research in top journals.","authors"
"Display the roster of authors active in the research community.","authors"
"Who are the most influential authors in our system?","authors"
"Retrieve the list of authors with extensive research experience.","authors"
"Give me the complete author directory with publication details.","authors"
"Show me all academic authors recognized in our database.","authors"
"List the names of authors with significant research contributions.","authors"
"Display a directory of authors with notable publication records.","authors"
"Who are the authors that are highly cited in research?","authors"
"Provide the list of authors who have made substantial research contributions.","authors"
"Show me the full list of academic authors with active profiles.","authors"
"List all authors with research awards and accolades.","authors"
"Display the names of authors involved in current research projects.","authors"
"Who are the authors with a long history of academic publications?","authors"
"Retrieve a list of authors with extensive publication histories.","authors"
"Give me the directory of authors from the latest research updates.","authors"
"Show me all the authors listed in the current academic repository.","authors"
"List the authors with active involvement in scholarly research.","authors"
"Display the complete list of authors recognized in our research portal.","authors"
"Who are the authors known for their contributions to science?","authors"
"Provide a list of authors with high-impact research publications.","authors"
"Show me the names of authors who have published influential studies.","authors"
"List all academic authors with comprehensive publication records.","authors"
"Display the author directory with detailed research profiles.","authors"
"Who are the authors that have significantly impacted their fields?","authors"
"Retrieve the list of authors with award-winning research contributions.","authors"
"Give me the complete list of authors from our academic network.","authors"
"Show me all authors with active research credentials.","authors"
"List the names of authors with multiple research accolades.","authors"
"Display a comprehensive directory of academic authors.","authors"
"Who are the authors contributing to cutting-edge research?","authors"
"Provide the full list of authors in our research database.","authors"
"Show me the names of authors involved in innovative research projects.","authors"
"List all authors with a track record of high-impact publications.","authors"
"Display the academic directory of authors with verified profiles.","authors"
"Who are the most prolific authors in the research community?","authors"
"Retrieve the list of authors with extensive academic credentials.","authors"
"Give me the directory of authors recognized by leading institutions.","authors"
"Show me all authors with a strong record of research contributions.","authors"
"List the names of authors who have made significant academic contributions.","authors"
"Display a complete list of authors from our scholarly archive.","authors"
"Who are the authors with highly cited publications?","authors"
"Provide a list of authors with research portfolios in various fields.","authors"
"Show me the full roster of academic authors with detailed profiles.","authors"
"List all authors with research publications in emerging areas.","authors"
"Display the names of authors from the current academic listing.","authors"
"Who are the authors with notable achievements in research?","authors"
"Retrieve the directory of authors with active research histories.","authors"
"Give me the complete list of authors contributing to academic journals.","authors"
"Show me all authors with distinguished research careers.","authors"
"List the names of authors involved in significant research studies.","authors"
"Display the academic author directory with their research focus.","authors"
"Who are the authors with a proven track record in research?","authors"
"Provide the list of authors with high-quality research outputs.","authors"
"Show me the full list of authors with awards and accolades.","authors"
"List all authors with extensive contributions to their fields.","authors"
"Display a directory of authors with detailed publication information.","authors"
"Who are the authors that have significantly advanced their disciplines?","authors"
"Retrieve the list of academic authors with verified research profiles.","authors"
"Give me the directory of authors with comprehensive academic achievements.","authors"
"Show me all authors with notable research contributions and publications.","authors"
"List the names of authors with a strong academic presence.","authors"
"Display the full author directory with their research summaries.","authors"
"Who are the authors leading innovative research projects?","authors"
"Provide a list of authors with multiple high-impact studies.","authors"
"Show me the names of authors recognized for groundbreaking research.","authors"
"List all academic authors with active research and publication records.","authors"
"Display the directory of authors contributing to major research initiatives.","authors"
"Who are the authors with a long history of research and publications?","authors"
"Retrieve the complete list of academic authors with verified credentials.","authors"
"List all upcoming academic conferences.","conferences"
"Show me the schedule of international academic conferences.","conferences"
"Display all conferences happening this year.","conferences"
"Retrieve a list of global conferences.","conferences"
"Which conferences are scheduled for next month?","conferences"
"Find all academic conferences in the database.","conferences"
"Show me the upcoming technology conferences.","conferences"
"List major research conferences for this year.","conferences"
"Display the calendar of conferences.","conferences"
"Provide details of international academic conferences.","conferences"
"Show the dates for upcoming science conferences.","conferences"
"List all engineering conferences scheduled.","conferences"
"Display the conference lineup for this year.","conferences"
"Find conferences on artificial intelligence.","conferences"
"Retrieve the list of machine learning conferences.","conferences"
"Show me global conferences in data science.","conferences"
"List technology conferences around the world.","conferences"
"Display upcoming conferences in computer science.","conferences"
"Which conferences are taking place in Europe?","conferences"
"Find conferences hosted in North America.","conferences"
"Show me international conferences on renewable energy.","conferences"
"List upcoming medical conferences.","conferences"
"Display a list of environmental science conferences.","conferences"
"Find all conferences related to cybersecurity.","conferences"
"Retrieve the schedule for business and finance conferences.","conferences"
"Show the dates for academic conferences in sociology.","conferences"
"List upcoming conferences on economics.","conferences"
"Display all conferences on psychology research.","conferences"
"Find conferences in the field of literature.","conferences"
"Retrieve the calendar for arts and humanities conferences.","conferences"
"Show me conferences focusing on educational technology.","conferences"
"List all conferences on innovation and entrepreneurship.","conferences"
"Display upcoming industry conferences for startups.","conferences"
"Find conferences dedicated to software engineering.","conferences"
"Retrieve a list of events for digital transformation.","conferences"
"Show me conferences on blockchain technology.","conferences"
"List all upcoming fintech conferences.","conferences"
"Display the schedule for marketing and advertising conferences.","conferences"
"Find conferences on international trade and economics.","conferences"
"Retrieve the list of conferences on political science.","conferences"
"Show me the calendar for law and policy conferences.","conferences"
"List academic conferences on urban planning.","conferences"
"Display upcoming conferences on architecture.","conferences"
"Find conferences in the field of chemistry.","conferences"
"Retrieve the schedule for physics conferences.","conferences"
"Show me global conferences on astronomy.","conferences"
"List all upcoming biology conferences.","conferences"
"Display the calendar of life sciences conferences.","conferences"
"Find conferences on neuroscience research.","conferences"
"Retrieve the list of conferences on biomedical engineering.","conferences"
"Show me the schedule for veterinary conferences.","conferences"
"List academic conferences on agriculture.","conferences"
"Display upcoming conferences on food science.","conferences"
"Find conferences focusing on climate change.","conferences"
"Retrieve the calendar for sustainability conferences.","conferences"
"Show me international conferences on environmental policy.","conferences"
"List all upcoming conferences on energy.","conferences"
"Display the schedule for renewable energy conferences.","conferences"
"Find conferences on smart grid technology.","conferences"
"Retrieve a list of conferences on electric vehicles.","conferences"
"Show me the dates for conferences on automation.","conferences"
"List academic conferences on robotics.","conferences"
"Display upcoming conferences on industrial engineering.","conferences"
"Find conferences on supply chain management.","conferences"
"Retrieve the calendar for logistics and operations conferences.","conferences"
"Show me international conferences on transportation.","conferences"
"List all upcoming conferences on tourism.","conferences"
"Display the schedule for hospitality conferences.","conferences"
"Find conferences on travel and leisure industries.","conferences"
"Retrieve the list of conferences on cultural studies.","conferences"
"Show me the calendar for media and communications conferences.","conferences"
"List academic conferences on journalism.","conferences"
"Display upcoming conferences on public relations.","conferences"
"Find conferences on film and television studies.","conferences"
"Retrieve the schedule for music and performing arts conferences.","conferences"
"Show me international conferences on fine arts.","conferences"
"List all upcoming conferences on design.","conferences"
"Display the calendar for architecture and design conferences.","conferences"
"Find conferences on fashion and textile research.","conferences"
"Retrieve the list of conferences on cultural heritage.","conferences"
"Show me academic conferences on anthropology.","conferences"
"List all upcoming conferences on archaeology.","conferences"
"Display the schedule for history conferences.","conferences"
"Find conferences on philosophy and ethics.","conferences"
"Retrieve the calendar for theology and religious studies conferences.","conferences"
"Show me the list of conferences on linguistics.","conferences"
"List academic conferences on translation studies.","conferences"
"Display upcoming conferences on literature.","conferences"
"Find conferences on creative writing.","conferences"
"Retrieve the schedule for cultural and media studies conferences.","conferences"
"Show me international conferences on international relations.","conferences"
"List all upcoming conferences on global affairs.","conferences"
"Display the calendar for diplomacy and security conferences.","conferences"
"Find conferences on conflict resolution.","conferences"
"Retrieve the list of conferences on peace studies.","conferences"
"Show me academic conferences on social work.","conferences"
"List upcoming conferences on community development.","conferences"
"Display the schedule for human rights conferences.","conferences"
"Find conferences on social justice.","conferences"
"Retrieve the calendar for public policy conferences.","conferences"
"Show me the list of conferences on government and administration.","conferences"
"List academic conferences on management studies.","conferences"
"Display upcoming conferences on entrepreneurship.","conferences"
"Find conferences on business innovation.","conferences"
"Retrieve the schedule for corporate strategy conferences.","conferences"
"Show me international conferences on marketing trends.","conferences"
"List all upcoming conferences on finance.","conferences"
"Display the calendar for investment and banking conferences.","conferences"
"Find conferences on economic development.","conferences"
"Retrieve the list of conferences on accounting and auditing.","conferences"
"Show me academic conferences on human resource management.","conferences"
"List upcoming conferences on organizational behavior.","conferences"
"Display the schedule for operations management conferences.","conferences"
"Find conferences on supply chain and logistics.","conferences"
"Retrieve the calendar for international trade conferences.","conferences"
"Show me the list of conferences on commerce.","conferences"
"List all upcoming conferences on e-commerce.","conferences"
"Display the calendar for digital marketing conferences.","conferences"
"Find conferences on social media and online branding.","conferences"
"Retrieve the list of conferences on consumer behavior.","conferences"
"Show me academic conferences on market research.","conferences"
"List upcoming conferences on retail and distribution.","conferences"
"Display the schedule for conferences on business analytics.","conferences"
"Find conferences on data-driven decision making.","conferences"
"Retrieve the calendar for artificial intelligence conferences.","conferences"
"Show me international conferences on deep learning.","conferences"
"List all upcoming conferences on neural networks.","conferences"
"Display the schedule for machine learning conferences.","conferences"
"Find conferences on computer vision.","conferences"
"Retrieve the list of conferences on natural language processing.","conferences"
"Show me academic conferences on data mining.","conferences"
"List upcoming conferences on big data analytics.","conferences"
"Display the calendar for computational science conferences.","conferences"
"Find conferences on high-performance computing.","conferences"
"Retrieve the list of conferences on cloud computing.","conferences"
"Show me international conferences on cybersecurity.","conferences"
"List all upcoming conferences on information security.","conferences"
"Display the schedule for data privacy conferences.","conferences"
"Find conferences on risk management and compliance.","conferences"
"Retrieve the calendar for governance and policy conferences.","conferences"
"Show me the list of conferences on digital transformation.","conferences"
"List academic conferences on emerging technologies.","conferences"
"Display upcoming conferences on innovation management.","conferences"
"Find conferences on strategic management.","conferences"
"Retrieve the schedule for academic innovation conferences.","conferences"
"Show me international conferences on research methodologies.","conferences"
"List all upcoming conferences on scientific research.","conferences"
"Display the calendar for interdisciplinary conferences.","conferences"
"Find conferences on cross-disciplinary studies.","conferences"
"Retrieve the list of conferences on collaborative research.","conferences"
"Show me academic conferences on literature and arts.","conferences"
"List upcoming conferences on music and performing arts.","conferences"
"Display the schedule for conferences on film and media studies.","conferences"
"Find conferences on digital humanities.","conferences"
"Retrieve the calendar for conferences on creative industries.","conferences"
"Show me international conferences on sports science.","conferences"
"List all upcoming conferences on physical education.","conferences"
"Display the schedule for health and wellness conferences.","conferences"
"Find conferences on medical technology.","conferences"
"Retrieve the list of conferences on healthcare innovation.","conferences"
"Show me academic conferences on medical research.","conferences"
"List upcoming conferences on public health.","conferences"
"Display the calendar for biotechnology conferences.","conferences"
"Find conferences on pharmaceutical research.","conferences"
"Retrieve the list of conferences on clinical studies.","conferences"
"Show me international conferences on genetics.","conferences"
"List all upcoming conferences on epidemiology.","conferences"
"Display the schedule for neuroscience conferences.","conferences"
"Find conferences on cognitive science.","conferences"
"Retrieve the calendar for research conferences on psychology.","conferences"
"Show me academic conferences on behavioral science.","conferences"
"List upcoming conferences on social psychology.","conferences"
"Display the schedule for conferences on organizational psychology.","conferences"
"Find conferences on consumer psychology.","conferences"
"Retrieve the list of conferences on market psychology.","conferences"
"Show me international conferences on anthropology.","conferences"
"List all upcoming conferences on archaeology.","conferences"
"Display the schedule for history and cultural conferences.","conferences"
"Find conferences on modern history.","conferences"
"Retrieve the calendar for political science conferences.","conferences"
"Show me academic conferences on international relations.","conferences"
"List upcoming conferences on public policy.","conferences"
"Display the schedule for governance and administration conferences.","conferences"
"Find conferences on civic engagement.","conferences"
"Retrieve the list of conferences on community development.","conferences"
"Show me international conferences on urban studies.","conferences"
"List all upcoming conferences on regional planning.","conferences"
"Display the schedule for conferences on real estate and construction.","conferences"
"Find conferences on architectural design.","conferences"
"Retrieve the calendar for construction and engineering conferences.","conferences"
"Show me academic conferences on structural engineering.","conferences"
"List upcoming conferences on sustainable architecture.","conferences"
"Display the schedule for conferences on environmental design.","conferences"
"Find conferences on landscape architecture.","conferences"
"Retrieve the list of conferences on urban design.","conferences"
"Show me international conferences on interior design.","conferences"
"List all upcoming conferences on hospitality and tourism.","conferences"
"Display the schedule for conferences on international business.","conferences"
"Find conferences on global market trends.","conferences"
"Retrieve the calendar for conferences on future technologies.","conferences"
"List all organizations in the database.","organizations"
"Show me all organizations.","organizations"
"Display the complete directory of organizations.","organizations"
"Retrieve a list of organizations involved in research.","organizations"
"I need a roster of organizations.","organizations"
"Provide details of all registered organizations.","organizations"
"Show me organizations collaborating on academic projects.","organizations"
"List organizations that are active in innovation.","organizations"
"Display all organizations in the research network.","organizations"
"Retrieve organizations from the institutional database.","organizations"
"Give me a list of organizations in the field.","organizations"
"What organizations are part of the consortium?","organizations"
"Show me organizations that fund scientific research.","organizations"
"List all organizations partnering with universities.","organizations"
"Display organizations contributing to research projects.","organizations"
"Retrieve the names of organizations in our system.","organizations"
"Provide a directory of organizations working in technology.","organizations"
"List organizations active in biomedical research.","organizations"
"Show me organizations in the field of computer science.","organizations"
"Display all organizations involved in digital innovation.","organizations"
"Retrieve organizations that specialize in renewable energy.","organizations"
"List organizations supporting environmental research.","organizations"
"Show me the names of organizations in the healthcare sector.","organizations"
"Display organizations contributing to AI research.","organizations"
"Retrieve a list of organizations in data science.","organizations"
"I need a list of organizations from the government sector.","organizations"
"Show me organizations in the private sector.","organizations"
"List all non-profit organizations in the database.","organizations"
"Display organizations that sponsor academic conferences.","organizations"
"Retrieve a directory of research organizations.","organizations"
"Provide the names of organizations that collaborate internationally.","organizations"
"List organizations with a global presence.","organizations"
"Show me organizations focused on innovation and technology.","organizations"
"Display the list of organizations that support startups.","organizations"
"Retrieve organizations involved in industrial research.","organizations"
"List organizations participating in collaborative projects.","organizations"
"Show me all organizations registered on the platform.","organizations"
"Display organizations known for technological breakthroughs.","organizations"
"Retrieve the directory of organizations in the tech industry.","organizations"
"List organizations with active research programs.","organizations"
"Show me organizations that are leading in digital transformation.","organizations"
"Display all organizations with a focus on sustainability.","organizations"
"Retrieve organizations working in clean energy.","organizations"
"List organizations dedicated to scientific innovation.","organizations"
"Show me the list of organizations involved in research funding.","organizations"
"Display organizations that have partnered with research institutions.","organizations"
"Retrieve organizations with a strong industry presence.","organizations"
"List organizations in the field of advanced computing.","organizations"
"Show me organizations contributing to cybersecurity research.","organizations"
"Display the directory of organizations in the financial sector.","organizations"
"Retrieve a list of organizations in the media industry.","organizations"
"List organizations involved in telecommunications research.","organizations"
"Show me organizations active in agricultural technology.","organizations"
"Display organizations focusing on space research.","organizations"
"Retrieve the list of organizations in the aerospace sector.","organizations"
"List organizations that collaborate on international projects.","organizations"
"Show me organizations with innovation labs.","organizations"
"Display organizations that fund research and development.","organizations"
"Retrieve a directory of organizations in emerging markets.","organizations"
"List organizations involved in social innovation.","organizations"
"Show me organizations contributing to public health research.","organizations"
"Display all organizations in the education sector.","organizations"
"Retrieve organizations focused on educational technology.","organizations"
"List organizations that offer research grants.","organizations"
"Show me organizations with significant R&D investments.","organizations"
"Display organizations active in the pharmaceutical industry.","organizations"
"Retrieve the list of organizations in biotechnology.","organizations"
"List organizations that support sustainable development.","organizations"
"Show me organizations in the field of urban planning.","organizations"
"Display organizations focused on community development.","organizations"
"Retrieve a list of organizations in cultural studies.","organizations"
"List organizations contributing to the arts and humanities.","organizations"
"Show me organizations involved in creative industries.","organizations"
"Display organizations that fund film and media projects.","organizations"
"Retrieve organizations that support music and performing arts.","organizations"
"List organizations active in sports and recreation research.","organizations"
"Show me organizations involved in tourism and hospitality.","organizations"
"Display organizations that promote environmental sustainability.","organizations"
"Retrieve the list of organizations in energy research.","organizations"
"List organizations that collaborate with international agencies.","organizations"
"Show me organizations with multi-national partnerships.","organizations"
"Display organizations that drive innovation in emerging economies.","organizations"
"Retrieve organizations involved in public-private partnerships.","organizations"
"List organizations that are leaders in research and development.","organizations"
"Show me organizations with notable industry awards.","organizations"
"Display organizations recognized for their technological innovations.","organizations"
"Retrieve the directory of organizations with global operations.","organizations"
"List organizations that support academic research.","organizations"
"Show me organizations dedicated to scientific advancement.","organizations"
"Display organizations that fund cutting-edge research.","organizations"
"Retrieve a list of organizations in the digital economy.","organizations"
